regionid,geom
75,"POLYGON((4.339717581958141 50.87307870000001,4.339570283894556 50.87225372953237,4.339135775843774 50.87147011300666,4.338435845853806 50.87076714725349,4.337505591337004 50.87018008628365,4.336391659139245 50.86973837263885,4.335149906472301 50.86946416005834,4.3338426 50.86937120173198,4.332535293527697 50.86946416005834,4.331293540860752 50.86973837263885,4.330179608662994 50.87018008628365,4.329249354146192 50.87076714725349,4.328549424156226 50.87147011300666,4.328114916105442 50.87225372953237,4.327967618041858 50.87307870000001,4.328114916105442 50.87390365586569,4.328549424156226 50.874687231477616,4.329249354146192 50.87539013810867,4.330179608662994 50.8759771334579,4.331293540860752 50.87641878798058,4.332535293527697 50.8766929596473,4.3338426 50.87678590337172,4.335149906472301 50.8766929596473,4.336391659139245 50.87641878798058,4.337505591337004 50.8759771334579,4.338435845853806 50.87539013810867,4.339135775843774 50.874687231477616,4.339570283894556 50.87390365586569,4.339717581958141 50.87307870000001))"
76,"POLYGON((4.320100821904616 50.878155899999996,4.320024910714041 50.87779207861004,4.319802350364505 50.87745304848983,4.31944830797603 50.87716191475705,4.318986910952308 50.87693851875351,4.318449602738012 50.876798085606694,4.317873 50.87675018637876,4.317296397261988 50.876798085606694,4.316759089047691 50.87693851875351,4.316297692023969 50.87716191475705,4.315943649635496 50.87745304848983,4.315721089285959 50.87779207861004,4.315645178095384 50.878155899999996,4.315721089285959 50.87851971854945,4.315943649635496 50.878858740909294,4.316297692023969 50.87914986404121,4.316759089047691 50.879373249443894,4.317296397261988 50.87951367483035,4.317873 50.87956157121779,4.318449602738012 50.87951367483035,4.318986910952308 50.879373249443894,4.31944830797603 50.87914986404121,4.319802350364505 50.878858740909294,4.320024910714041 50.87851971854945,4.320100821904616 50.878155899999996))"
77,"POLYGON((4.271400952472855 50.752368000000004,4.271323623747058 50.75187126546457,4.271094609269235 50.751393615187425,4.270722709937335 50.750953405855064,4.270222217634119 50.750567555743686,4.26961236599812 50.75025089436475,4.268916591285703 50.75001559234551,4.268161631728868 50.749870693489086,4.2673765 50.74982176703151,4.266591368271132 50.749870693489086,4.265836408714296 50.75001559234551,4.265140634001879 50.75025089436475,4.264530782365881 50.750567555743686,4.264030290062664 50.750953405855064,4.263658390730764 50.751393615187425,4.26342937625294 50.75187126546457,4.263352047527144 50.752368000000004,4.26342937625294 50.75286472926412,4.263658390730764 50.753342364529885,4.264030290062664 50.75378255139611,4.264530782365881 50.75416837500686,4.265140634001879 50.75448500988518,4.265836408714296 50.75472028943828,4.266591368271132 50.75486517328331,4.2673765 50.75491409446959,4.268161631728868 50.75486517328331,4.268916591285703 50.75472028943828,4.26961236599812 50.75448500988518,4.270222217634119 50.75416837500686,4.270722709937335 50.75378255139611,4.271094609269235 50.753342364529885,4.271323623747058 50.75286472926412,4.271400952472855 50.752368000000004))"
78,"POLYGON((4.433299239354641 50.88149869999999,4.433268517012096 50.881227681966294,4.433176975402762 50.88096217954961,4.433026478049819 50.88070759775307,4.432820088645374 50.88046911934787,4.432562008682527 50.880251599349265,4.432257491925076 50.88005946615946,4.43191273745605 50.87989663139211,4.431534763482253 50.87976641021581,4.431131264463798 50.87967145384081,4.430710454477109 50.87961369552509,4.4302809 50.87959431120092,4.42985134552289 50.87961369552509,4.429430535536201 50.87967145384081,4.429027036517746 50.87976641021581,4.428649062543948 50.87989663139211,4.428304308074923 50.88005946615946,4.427999791317472 50.880251599349265,4.427741711354624 50.88046911934787,4.427535321950179 50.88070759775307,4.427384824597237 50.88096217954961,4.427293282987902 50.881227681966294,4.427262560645358 50.88149869999999,4.427293282987902 50.8817697164573,4.427384824597237 50.8820352142725,4.427535321950179 50.88228978881524,4.427741711354624 50.88252825790201,4.427999791317472 50.88274576727247,4.428304308074923 50.88293788938542,4.428649062543948 50.88310071352463,4.429027036517746 50.883230925382485,4.429430535536201 50.8833258745037,4.42985134552289 50.883383628217935,4.4302809 50.883403010965694,4.430710454477109 50.883383628217935,4.431131264463798 50.8833258745037,4.431534763482253 50.883230925382485,4.43191273745605 50.88310071352463,4.432257491925076 50.88293788938542,4.432562008682527 50.88274576727247,4.432820088645374 50.88252825790201,4.433026478049819 50.88228978881524,4.433176975402762 50.8820352142725,4.433268517012096 50.8817697164573,4.433299239354641 50.88149869999999))"
79,"POLYGON((4.454251956090054 50.83574200000001,4.453070105072356 50.8329563402849,4.449841228045027 50.83091699043276,4.4454305 50.830170514304015,4.441019771954973 50.83091699043276,4.437790894927644 50.8329563402849,4.436609043909946 50.83574200000001,4.437790894927644 50.838527493452666,4.441019771954973 50.84056651077993,4.4454305 50.841312820646216,4.449841228045027 50.84056651077993,4.453070105072356 50.838527493452666,4.454251956090054 50.83574200000001))"
80,"POLYGON((4.312131514569506 50.88463599999999,4.312113293192556 50.88434341720946,4.312058741402555 50.88405263646863,4.311968195529428 50.883765450587916,4.311842213818592 50.88348363024646,4.31168157298919 50.88320891307334,4.31148726344535 50.88294299293164,4.311260483170026 50.8826875094718,4.311002630339028 50.882444038018605,4.310715294700804 50.8822140798542,4.310400247775111 50.881999052957305,4.310059431931012 50.88180028325573,4.309694948411515 50.881618996446235,4.309309044378724 50.88145631043246,4.308904099059327 50.88131322842748,4.308482609075875 50.881190632763705,4.308047173054275 50.88108927944853,4.307600475602398 50.88100979349921,4.307145270758578 50.88095266508602,4.306684365012047 50.88091824650729,4.306220599999999 50.88090675001551,4.305756834987951 50.88091824650729,4.30529592924142 50.88095266508602,4.3048407243976 50.88100979349921,4.304394026945723 50.88108927944853,4.303958590924124 50.881190632763705,4.303537100940671 50.88131322842748,4.303132155621274 50.88145631043246,4.302746251588482 50.881618996446235,4.302381768068987 50.88180028325573,4.302040952224886 50.881999052957305,4.301725905299195 50.8822140798542,4.301438569660971 50.882444038018605,4.301180716829973 50.8826875094718,4.300953936554649 50.88294299293164,4.30075962701081 50.88320891307334,4.300598986181406 50.88348363024646,4.300473004470571 50.883765450587916,4.300382458597444 50.88405263646863,4.300327906807443 50.88434341720946,4.300309685430493 50.88463599999999,4.300327906807443 50.88492858095308,4.300382458597444 50.88521935622681,4.300473004470571 50.885506533145374,4.300598986181406 50.88578834125032,4.30075962701081 50.886063043213866,4.300953936554649 50.886328945547454,4.301180716829973 50.88658440903912,4.301438569660971 50.88682785885578,4.301725905299195 50.88705779424804,4.302040952224886 50.8872727977979,4.302381768068987 50.88747154415245,4.302746251588482 50.88765280818979,4.303132155621274 50.88781547256701,4.303537100940671 50.88795853460385,4.303958590924124 50.8880811124595,4.304394026945723 50.888182450565104,4.3048407243976 50.8882619242779,4.30529592924142 50.88831904372896,4.305756834987951 50.88835345684057,4.306220599999999 50.88836495149491,4.306684365012047 50.88835345684057,4.307145270758578 50.88831904372896,4.307600475602398 50.8882619242779,4.308047173054275 50.888182450565104,4.308482609075875 50.8880811124595,4.308904099059327 50.88795853460385,4.309309044378724 50.88781547256701,4.309694948411515 50.88765280818979,4.310059431931012 50.88747154415245,4.310400247775111 50.8872727977979,4.310715294700804 50.88705779424804,4.311002630339028 50.88682785885578,4.311260483170026 50.88658440903912,4.31148726344535 50.886328945547454,4.31168157298919 50.886063043213866,4.311842213818592 50.88578834125032,4.311968195529428 50.885506533145374,4.312058741402555 50.88521935622681,4.312113293192556 50.88492858095308,4.312131514569506 50.88463599999999))"
81,"POLYGON((4.48949776390525 50.8443733,4.489486846308321 50.84418028072133,4.489454149151102 50.843988244232214,4.489399839050815 50.84379816912475,4.48932419275928 50.84361102400795,4.489227595752658 50.843427762571345,4.489110540267156 50.84324931872442,4.488973622790692 50.84307660183652,4.488817541023346 50.84291049210167,4.488643090322025 50.84275183605198,4.488451159647517 50.84260144224236,4.488242727034542 50.84246007712862,4.488018854607922 50.842328461160186,4.487780683170224 50.84220726510707,4.487529426388502 50.84209710664004,4.487266364609724 50.84199854718141,4.486992838336412 50.84191208904258,4.486710241395761 50.84183817286277,4.486420013837 50.84177717536229,4.486123634593244 50.8417294074216,4.485822613945183 50.84169511249613,4.485518485825039 50.8416744653748,4.4852128 50.841667571288774,4.484907114174962 50.8416744653748,4.484602986054817 50.84169511249613,4.484301965406757 50.8417294074216,4.484005586163001 50.84177717536229,4.48371535860424 50.84183817286277,4.483432761663589 50.84191208904258,4.483159235390277 50.84199854718141,4.482896173611499 50.84209710664004,4.482644916829776 50.84220726510707,4.482406745392079 50.842328461160186,4.482182872965458 50.84246007712862,4.481974440352484 50.84260144224236,4.481782509677975 50.84275183605198,4.481608058976654 50.84291049210167,4.481451977209308 50.84307660183652,4.481315059732846 50.84324931872442,4.481198004247342 50.843427762571345,4.481101407240721 50.84361102400795,4.481025760949185 50.84379816912475,4.480971450848898 50.843988244232214,4.48093875369168 50.84418028072133,4.48092783609475 50.8443733,4.48093875369168 50.84456631848012,4.480971450848898 50.84475835258986,4.481025760949185 50.844948423785574,4.481101407240721 50.84513556353788,4.481198004247342 50.845318818266406,4.481315059732846 50.84549725419827,4.481451977209308 50.84566996212525,4.481608058976654 50.84583606203573,4.481782509677975 50.8459947075976,4.481974440352484 50.84614509046946,4.482182872965458 50.84628644441813,4.482406745392079 50.846418049221505,4.482644916829776 50.846539234336845,4.482896173611499 50.84664938231605,4.483159235390277 50.84674793195031,4.483432761663589 50.846834381128225,4.48371535860424 50.84690828939298,4.484005586163001 50.8469692801854,4.484301965406757 50.84701704276157,4.484602986054817 50.84705133377528,4.484907114174962 50.84707197851725,4.4852128 50.847078871804726,4.485518485825039 50.84707197851725,4.485822613945183 50.84705133377528,4.486123634593244 50.84701704276157,4.486420013837 50.8469692801854,4.486710241395761 50.84690828939298,4.486992838336412 50.846834381128225,4.487266364609724 50.84674793195031,4.487529426388502 50.84664938231605,4.487780683170224 50.846539234336845,4.488018854607922 50.846418049221505,4.488242727034542 50.84628644441813,4.488451159647517 50.84614509046946,4.488643090322025 50.8459947075976,4.488817541023346 50.84583606203573,4.488973622790692 50.84566996212525,4.489110540267156 50.84549725419827,4.489227595752658 50.845318818266406,4.48932419275928 50.84513556353788,4.489399839050815 50.844948423785574,4.489454149151102 50.84475835258986,4.489486846308321 50.84456631848012,4.48949776390525 50.8443733))"
82,"POLYGON((4.269220589170471 50.8774466,4.269218289937691 50.87741522025371,4.269211411855594 50.877384108207494,4.269200013605552 50.877353529299164,4.269184192433414 50.877323744418455,4.269164083319843 50.87729500768128,4.269139857828708 50.877267564261466,4.269111722643354 50.877241648299105,4.269079917803263 50.87721748090274,4.269044714656119 50.877195268262994,4.269006413542759 50.87717519989318,4.268965341234778 50.87715744701241,4.268921848146626 50.877142161084755,4.268876305345998 50.877129472526825,4.268829101388007 50.8771194895951,4.268780639000182 50.877112297462176,4.268731331646528 50.877107957490104,4.2686816 50.8771065067068,4.268631868353471 50.877107957490104,4.268582560999817 50.877112297462176,4.268534098611992 50.8771194895951,4.268486894654001 50.877129472526825,4.268441351853372 50.877142161084755,4.26839785876522 50.87715744701241,4.26835678645724 50.87717519989318,4.26831848534388 50.877195268262994,4.268283282196736 50.87721748090274,4.268251477356645 50.877241648299105,4.268223342171291 50.877267564261466,4.268199116680155 50.87729500768128,4.268179007566585 50.877323744418455,4.268163186394447 50.877353529299164,4.268151788144404 50.877384108207494,4.268144910062308 50.87741522025371,4.268142610829528 50.8774466,4.268144910062308 50.87747797972515,4.268151788144404 50.8775090917087,4.268163186394447 50.87753967051496,4.268179007566585 50.87756945525765,4.268199116680155 50.877598191825584,4.268223342171291 50.8776256350507,4.268251477356645 50.87765155079952,4.268283282196736 50.87767571797076,4.26831848534388 50.877697930381494,4.26835678645724 50.87771799852621,4.26839785876522 50.87773575119342,4.268441351853372 50.87775103692637,4.268486894654001 50.877763725315056,4.268534098611992 50.87777370810878,4.268582560999817 50.877780900139626,4.268631868353471 50.877785240049015,4.2686816 50.8777866908112,4.268731331646528 50.877785240049015,4.268780639000182 50.877780900139626,4.268829101388007 50.87777370810878,4.268876305345998 50.877763725315056,4.268921848146626 50.87775103692637,4.268965341234778 50.87773575119342,4.269006413542759 50.87771799852621,4.269044714656119 50.877697930381494,4.269079917803263 50.87767571797076,4.269111722643354 50.87765155079952,4.269139857828708 50.8776256350507,4.269164083319843 50.877598191825584,4.269184192433414 50.87756945525765,4.269200013605552 50.87753967051496,4.269211411855594 50.8775090917087,4.269218289937691 50.87747797972515,4.269220589170471 50.8774466))"
83,"POLYGON((4.4713770698001 50.84870159999999,4.471338139473707 50.8483892873728,4.471222307088366 50.84808466290464,4.471032424821828 50.84779522768321,4.470773168205681 50.84752810891045,4.470450920998236 50.847289884373325,4.470073617995218 50.84708642043416,4.469650549648758 50.84692272753402,4.46919213330563 50.846802836771616,4.468709656697598 50.84672970060164,4.468215 50.84670512010163,4.467720343302401 50.84672970060164,4.467237866694369 50.846802836771616,4.466779450351241 50.84692272753402,4.466356382004781 50.84708642043416,4.465979079001763 50.847289884373325,4.465656831794319 50.84752810891045,4.465397575178171 50.84779522768321,4.465207692911634 50.84808466290464,4.465091860526292 50.8483892873728,4.465052930199898 50.84870159999999,4.465091860526292 50.84901391053625,4.465207692911634 50.84931852893627,4.465397575178171 50.849607954706364,4.465656831794319 50.84987506156975,4.465979079001763 50.85011327290522,4.466356382004781 50.85031672364272,4.466779450351241 50.85048040463349,4.467237866694369 50.85060028594456,4.467720343302401 50.8506734160464,4.468215 50.85069799445548,4.468709656697598 50.8506734160464,4.46919213330563 50.85060028594456,4.469650549648758 50.85048040463349,4.470073617995218 50.85031672364272,4.470450920998236 50.85011327290522,4.470773168205681 50.84987506156975,4.471032424821828 50.849607954706364,4.471222307088366 50.84931852893627,4.471338139473707 50.84901391053625,4.4713770698001 50.84870159999999))"
84,"POLYGON((4.350608466908548 50.838168800000005,4.350605356200161 50.8381238066182,4.350596047749369 50.83807915562033,4.350580612399103 50.8380351868289,4.3505591676217 50.837992234875344,4.350531876624862 50.83795062665323,4.350498947109555 50.83791067883026,4.350460629689276 50.83787269543812,4.350417215982727 50.837836965558495,4.350369036394429 50.83780376112284,4.350316457600143 50.83777333484258,4.35025987975624 50.83774591828575,4.350199733454273 50.837721720114345,4.35013647644392 50.837700924496225,4.350070590149224 50.83768368970323,4.350002576004673 50.837670146906554,4.349932951638972 50.83766039917832,4.349862246935586 50.83765452070699,4.349791 50.837652556232776,4.349719753064413 50.83765452070699,4.349649048361027 50.83766039917832,4.349579423995326 50.837670146906554,4.349511409850773 50.83768368970323,4.349445523556078 50.837700924496225,4.349382266545724 50.837721720114345,4.349322120243759 50.83774591828575,4.349265542399856 50.83777333484258,4.349212963605569 50.83780376112284,4.349164784017272 50.837836965558495,4.349121370310723 50.83787269543812,4.349083052890443 50.83791067883026,4.349050123375137 50.83795062665323,4.349022832378299 50.837992234875344,4.349001387600896 50.8380351868289,4.348985952250629 50.83807915562033,4.348976643799838 50.8381238066182,4.348973533091451 50.838168800000005,4.348976643799838 50.838213793338404,4.348985952250629 50.838258444207455,4.349001387600896 50.83830241278854,4.349022832378299 50.8383453644566,4.349050123375137 50.83838697232676,4.349083052890443 50.838426919742005,4.349121370310723 50.838464902683036,4.349164784017272 50.83850063208188,4.349212963605569 50.83853383602169,4.349265542399856 50.838564261806106,4.349322120243759 50.83859167788216,4.349382266545724 50.83861587560246,4.349445523556078 50.83863667081285,4.349511409850773 50.83865390525388,4.349579423995326 50.83866744776507,4.349649048361027 50.83867719528296,4.349719753064413 50.838683073625454,4.349791 50.83868503805629,4.349862246935586 50.838683073625454,4.349932951638972 50.83867719528296,4.350002576004673 50.83866744776507,4.350070590149224 50.83865390525388,4.35013647644392 50.83863667081285,4.350199733454273 50.83861587560246,4.35025987975624 50.83859167788216,4.350316457600143 50.838564261806106,4.350369036394429 50.83853383602169,4.350417215982727 50.83850063208188,4.350460629689276 50.838464902683036,4.350498947109555 50.838426919742005,4.350531876624862 50.83838697232676,4.3505591676217 50.8383453644566,4.350580612399103 50.83830241278854,4.350596047749369 50.838258444207455,4.350605356200161 50.838213793338404,4.350608466908548 50.838168800000005))"
85,"POLYGON((4.329963042491753 50.89382979999999,4.329303173760741 50.89173728184793,4.327424026600278 50.88996325698214,4.324611684131032 50.888777853806836,4.321294299999999 50.88836158841073,4.317976915868966 50.888777853806836,4.31516457339972 50.88996325698214,4.313285426239258 50.89173728184793,4.312625557508246 50.89382979999999,4.313285426239258 50.895922224140264,4.31516457339972 50.897696022041536,4.317976915868966 50.89888119825232,4.321294299999999 50.89929736963664,4.324611684131032 50.89888119825232,4.327424026600278 50.897696022041536,4.329303173760741 50.895922224140264,4.329963042491753 50.89382979999999))"
86,"POLYGON((4.377184512035261 50.87098710000001,4.3761245 50.87031815478948,4.375064487964739 50.87098710000001,4.3761245 50.87165603561023,4.377184512035261 50.87098710000001))"
87,"POLYGON((4.453895340203068 50.888619,4.453877189984272 50.88829841447857,4.453822831817242 50.88797946039797,4.453732542698734 50.88766376312528,4.453606782721401 50.88735293146389,4.453446192729262 50.88704854945378,4.453251591052104 50.88675216829734,4.453023969335469 50.886465298451874,4.452764487487449 50.88618940192928,4.452474467768062 50.88592588484213,4.452155388051321 50.885676090234206,4.451808874294322 50.885441291232176,4.451436692251743 50.885222684553334,4.45104073847796 50.885021384402584,4.450623030662645 50.884838416790004,4.450185697349078 50.884674714297674,4.449730967087578 50.88453111132314,4.449261157079324 50.88440833982317,4.448778661368429 50.88430702558004,4.448285938642436 50.88422768500936,4.447785499703416 50.884170722525596,4.447279894673493 50.88413642847897,4.4467717 50.884124977674254,4.446263505326508 50.88413642847897,4.445757900296583 50.884170722525596,4.445257461357564 50.88422768500936,4.444764738631571 50.88430702558004,4.444282242920675 50.88440833982317,4.443812432912421 50.88453111132314,4.443357702650922 50.884674714297674,4.442920369337354 50.884838416790004,4.442502661522039 50.885021384402584,4.442106707748257 50.885222684553334,4.441734525705678 50.885441291232176,4.441388011948678 50.885676090234206,4.441068932231937 50.88592588484213,4.44077891251255 50.88618940192928,4.440519430664531 50.886465298451874,4.440291808947896 50.88675216829734,4.440097207270738 50.88704854945378,4.439936617278598 50.88735293146389,4.439810857301266 50.88766376312528,4.439720568182758 50.88797946039797,4.439666210015726 50.88829841447857,4.439648059796932 50.888619,4.439666210015726 50.88893958331512,4.439720568182758 50.88925853082167,4.439810857301266 50.889574217286444,4.439936617278598 50.88988503412606,4.440097207270738 50.89018939760224,4.440291808947896 50.890485756889916,4.440519430664531 50.890772601976956,4.44077891251255 50.89104847135548,4.441068932231937 50.89131195946548,4.441388011948678 50.89156172385307,4.441734525705678 50.8917964920068,4.442106707748257 50.892015067837335,4.442502661522039 50.892216337767735,4.442920369337354 50.89239927640319,4.443357702650922 50.892562951751444,4.443812432912421 50.892706529967555,4.444282242920675 50.89282927959876,4.444764738631571 50.89293057530796,4.445257461357564 50.89300990105686,4.445757900296583 50.89306685273271,4.446263505326508 50.8931011402053,4.4467717 50.893112588803696,4.447279894673493 50.8931011402053,4.447785499703416 50.89306685273271,4.448285938642436 50.89300990105686,4.448778661368429 50.89293057530796,4.449261157079324 50.89282927959876,4.449730967087578 50.892706529967555,4.450185697349078 50.892562951751444,4.450623030662645 50.89239927640319,4.45104073847796 50.892216337767735,4.451436692251743 50.892015067837335,4.451808874294322 50.8917964920068,4.452155388051321 50.89156172385307,4.452474467768062 50.89131195946548,4.452764487487449 50.89104847135548,4.453023969335469 50.890772601976956,4.453251591052104 50.890485756889916,4.453446192729262 50.89018939760224,4.453606782721401 50.88988503412606,4.453732542698734 50.889574217286444,4.453822831817242 50.88925853082167,4.453877189984272 50.88893958331512,4.453895340203068 50.888619))"
88,"POLYGON((4.234925554638761 50.80614320000001,4.234917826015505 50.805987785981266,4.234894670647086 50.80583298479672,4.234856179917162 50.80567940738504,4.23480250573106 50.80552765986116,4.234733859916271 50.805378341123934,4.234650513386465 50.80523204049231,4.234552795072317 50.80508933537904,4.23444109062337 50.804950789011514,4.234315840886053 50.80481694820831,4.234177540163855 50.80468834122061,4.234026734266544 50.804565475646704,4.233864018356101 50.80444883642801,4.233690034597886 50.804338883934534,4.233505469626307 50.8042360521472,4.233311051834987 50.80414074694443,4.233107548502127 50.80405334449942,4.232895762762411 50.803974189794985,4.232676530437397 50.80390359526122,4.232450716736914 50.803841839541874,4.232219212844474 50.80378916639404,4.231982932400177 50.80374578372564,4.231742807894989 50.80371186277427,4.231499786990631 50.80368753743119,4.231254828779584 50.80367290371245,4.2310089 50.803668019379785,4.230762971220415 50.80367290371245,4.230518013009369 50.80368753743119,4.23027499210501 50.80371186277427,4.230034867599823 50.80374578372564,4.229798587155525 50.80378916639404,4.229567083263086 50.803841839541874,4.229341269562603 50.80390359526122,4.229122037237589 50.803974189794985,4.228910251497873 50.80405334449942,4.228706748165013 50.80414074694443,4.228512330373692 50.8042360521472,4.228327765402114 50.804338883934534,4.228153781643899 50.80444883642801,4.227991065733455 50.804565475646704,4.227840259836145 50.80468834122061,4.227701959113947 50.80481694820831,4.227576709376629 50.804950789011514,4.227465004927682 50.80508933537904,4.227367286613534 50.80523204049231,4.227283940083728 50.805378341123934,4.227215294268939 50.80552765986116,4.227161620082837 50.80567940738504,4.227123129352914 50.80583298479672,4.227099973984494 50.805987785981266,4.227092245361239 50.80614320000001,4.227099973984494 50.80629861350175,4.227123129352914 50.806453413143466,4.227161620082837 50.806606988010806,4.227215294268939 50.806758732028996,4.227283940083728 50.80690804635442,4.227367286613534 50.807054341737754,4.227465004927682 50.80719704084897,4.227576709376629 50.80733558055537,4.227701959113947 50.807469414143384,4.227840259836145 50.80759801347566,4.227991065733455 50.807720871074636,4.228153781643899 50.807837502124634,4.228327765402114 50.807947446384496,4.228512330373692 50.808050270003115,4.228706748165013 50.80814556723096,4.228910251497873 50.80823296202053,4.229122037237589 50.80831210950981,4.229341269562603 50.808382697382434,4.229567083263086 50.808444447099724,4.229798587155525 50.80849711499924,4.230034867599823 50.80854049325586,4.23027499210501 50.80857441070152,4.230518013009369 50.808598733500276,4.230762971220415 50.80861336567618,4.2310089 50.80861824949187,4.231254828779584 50.80861336567618,4.231499786990631 50.808598733500276,4.231742807894989 50.80857441070152,4.231982932400177 50.80854049325586,4.232219212844474 50.80849711499924,4.232450716736914 50.808444447099724,4.232676530437397 50.808382697382434,4.232895762762411 50.80831210950981,4.233107548502127 50.80823296202053,4.233311051834987 50.80814556723096,4.233505469626307 50.808050270003115,4.233690034597886 50.807947446384496,4.233864018356101 50.807837502124634,4.234026734266544 50.807720871074636,4.234177540163855 50.80759801347566,4.234315840886053 50.807469414143384,4.23444109062337 50.80733558055537,4.234552795072317 50.80719704084897,4.234650513386465 50.807054341737754,4.234733859916271 50.80690804635442,4.23480250573106 50.806758732028996,4.234856179917162 50.806606988010806,4.234894670647086 50.806453413143466,4.234917826015505 50.80629861350175,4.234925554638761 50.80614320000001))"
89,"POLYGON((4.46832687004566 50.907520799999986,4.468261036454494 50.90694036954417,4.468064875863062 50.906371747960854,4.467742381535326 50.90582651138642,4.467300118525804 50.905315760275144,4.466747090033985 50.904849893344256,4.466094554125163 50.90443839578084,4.465355794548682 50.90408964603098,4.464545850319111 50.903810745113724,4.463681209565281 50.90360737194494,4.462779473879521 50.90348366762593,4.461858999999999 50.903442151060574,4.460938526120478 50.90348366762593,4.460036790434716 50.90360737194494,4.459172149680887 50.903810745113724,4.458362205451317 50.90408964603098,4.457623445874835 50.90443839578084,4.456970909966012 50.904849893344256,4.456417881474194 50.905315760275144,4.455975618464671 50.90582651138642,4.455653124136936 50.906371747960854,4.455456963545505 50.90694036954417,4.455391129954338 50.907520799999986,4.455456963545505 50.908101223218615,4.455653124136936 50.90866982367666,4.455975618464671 50.909215026949184,4.456417881474194 50.909725735279835,4.456970909966012 50.910191553417235,4.457623445874835 50.91060300012722,4.458362205451317 50.91095170108359,4.459172149680887 50.911230559220236,4.460036790434716 50.9114338990871,4.460938526120478 50.91155758228086,4.461858999999999 50.91159909160901,4.462779473879521 50.91155758228086,4.463681209565281 50.9114338990871,4.464545850319111 50.911230559220236,4.465355794548682 50.91095170108359,4.466094554125163 50.91060300012722,4.466747090033985 50.910191553417235,4.467300118525804 50.909725735279835,4.467742381535326 50.909215026949184,4.468064875863062 50.90866982367666,4.468261036454494 50.908101223218615,4.46832687004566 50.907520799999986))"
90,"POLYGON((4.457930726839294 50.83930599999999,4.457902107514245 50.83905330529584,4.457816832146026 50.838805753400266,4.457676636695218 50.838568383877124,4.457484375136913 50.83834602907634,4.457243961361996 50.83814321574578,4.456960289501633 50.83796407285978,4.456639134296858 50.837812247542516,4.456287033541503 50.83769083079943,4.455911154991574 50.83760229457058,4.455519150450402 50.837548441389245,4.455119 50.837530367672045,4.454718849549597 50.837548441389245,4.454326845008426 50.83760229457058,4.453950966458497 50.83769083079943,4.453598865703142 50.837812247542516,4.453277710498366 50.83796407285978,4.452994038638003 50.83814321574578,4.452753624863087 50.83834602907634,4.452561363304781 50.838568383877124,4.452421167853974 50.838805753400266,4.452335892485754 50.83905330529584,4.452307273160706 50.83930599999999,4.452335892485754 50.83955869333575,4.452421167853974 50.83980624123703,4.452561363304781 50.840043604463546,4.452753624863087 50.8402659511755,4.452994038638003 50.84046875528034,4.453277710498366 50.84064788855112,4.453598865703142 50.84079970464265,4.453950966458497 50.840921113296915,4.454326845008426 50.841009643229135,4.454718849549597 50.841063492416154,4.455119 50.84108156476498,4.455519150450402 50.841063492416154,4.455911154991574 50.841009643229135,4.456287033541503 50.840921113296915,4.456639134296858 50.84079970464265,4.456960289501633 50.84064788855112,4.457243961361996 50.84046875528034,4.457484375136913 50.8402659511755,4.457676636695218 50.840043604463546,4.457816832146026 50.83980624123703,4.457902107514245 50.83955869333575,4.457930726839294 50.83930599999999))"
91,"POLYGON((4.229430515295152 50.844659199999995,4.229303457743551 50.84374218847062,4.228926145668161 50.842853022661906,4.228310043505462 50.842018721768255,4.227473871207904 50.84126463918727,4.226443035447626 50.84061369173691,4.225248857647576 50.840085662808825,4.223927622295926 50.839696600695184,4.222519474460257 50.83945833043872,4.221067199999999 50.83937809410201,4.219614925539743 50.83945833043872,4.218206777704073 50.839696600695184,4.216885542352423 50.840085662808825,4.215691364552374 50.84061369173691,4.214660528792096 50.84126463918727,4.213824356494539 50.842018721768255,4.213208254331839 50.842853022661906,4.212830942256448 50.84374218847062,4.212703884704848 50.844659199999995,4.212830942256448 50.84557619350572,4.213208254331839 50.84646530741737,4.213824356494539 50.84729952880009,4.214660528792096 50.84805351384649,4.215691364552374 50.84870435750272,4.216885542352423 50.84923228889622,4.218206777704073 50.84962127149893,4.219614925539743 50.84985948985833,4.221067199999999 50.849939708171384,4.222519474460257 50.84985948985833,4.223927622295926 50.84962127149893,4.225248857647576 50.84923228889622,4.226443035447626 50.84870435750272,4.227473871207904 50.84805351384649,4.228310043505462 50.84729952880009,4.228926145668161 50.84646530741737,4.229303457743551 50.84557619350572,4.229430515295152 50.844659199999995))"
